context,label_score,label
"In this regard, asymmetries, in the form of stop-gradient and diversified predictors, are sufficient to ensure well-behaved training dynamics [53], [55], [56].",0.0,Neutral
"In[34], it is mentioned that the potential representation of nodes can be better learned by not using negative samples when performing contrasting learning.",0.0,Neutral
"There are some efforts to theoretically understand the SSL methods [30, 14], the role of data augmentation [28, 26], and some empirical analyses of the contrastive loss [4] and the predictor in the so-called BYOL framework [25].",0.0,Neutral
SPIRAL proposed in-utterance contrastive loss& position randomization to avoid model collapse& positional collapse that arise on its own specific SG teacher design but not on the nonlinear learning dynamics of non-contrastive SSL[25].,0.0,Neutral
"Hence the fundamental question arises: how do multiple factors, like stop-gradients, EMA, teacher networks, and regularization, all come into play to avoid collapse? This leads to experimental studies like our TriNet and theoretical studies like [25, 26].",0.0,Neutral
"Building on DirectPred [1], we presented a simple analysis formulated in the eigenspace of representations that illustrates how BYOL/SimSiam’s asymmetric similarity loss avoids representational collapse.",0.0,Neutral
[1] underscored the importance of boosting small eigenvalues and suggested that evolving the weights in the target network using EMA serves as an automatic curriculum for small eigenvalues.,0.0,Neutral
"Here, by building on DirectPred [1], we lay out a theoretical framework that reconciles these two views.",0.5,Weak
[1] for the case of linear feedforward and predictor networks.,0.0,Neutral
"Finally, instead of gradient-based optimization, we directly set the predictor network as a simple function of this correlation matrix as suggested in DirectPred [1].",0.0,Neutral
"In this work, we consider the linear network setting used previously for studying non-contrastive SSL in [1, 8], and provide a straightforward analysis of how the learning dynamics in DirectPred and DirectCopy prevent representational collapse.",0.0,Neutral
"The learning dynamics induced by such asymmetric loss Siamese architectures are surprisingly intricate [1, 8, 9] but not fully understood.",0.0,Neutral
"Further, compared to contrastive learning, the non-contrastive learning frameworks require smaller sized batches to train the models (Tian et al., 2021).",0.0,Neutral
"Several studies (Jaiswal et al., 2020; Tian et al., 2021; Balestriero and LeCun, 2022) have proposed theoretical analysis to form justifications for the empirical performance of selfsupervised approaches.",0.0,Neutral
[17] concluded the contrastive learning methods and present a comprehensive theoretical study of SSL without contrastive pairs.,0.0,Neutral
"Several theoretical works also study non-contrastive methods for self-supervised representation learning [Wen and Li, 2022, Tian et al., 2021, Garrido et al., 2022, Balestriero and LeCun, 2022].",0.0,Neutral
"Ideally, this model should not only perform better than BGRL in the inductive setting, but should also have the same time complexity as BGRL.",0.0,Neutral
"As such, we refer to these two methods as BGRL.",0.0,Neutral
This has also been shown to be true for BGRL. Tian et al. (2021) claim that the eigenspace of predictor weights will align with the correlation matrix of the online network under the assumption of a one-layer linear encoder and a one-layer linear predictor.,0.0,Neutral
"We can see that T-BGRL pushes apart unseen negative and positive pairs much better than BGRL.
Table 3: Transductive performance of T-BGRL compared to ML-GCN and BGRL (same numbers as Table 1 above; full figure in Table 5).",0.0,Neutral
BGRL.,0.0,Neutral
We also evaluate the performance of T-BGRL in the transductive setting to ensure that it does not significantly reduce performance when compared to BGRL.,0.0,Neutral
"We experiment with several different corruptions methods, but limit ourselves to linear-time corruptions in order to maintain the efficiency of BGRL.",0.0,Neutral
"served that the collapse can be avoidable in carefully designed training frameworks [9, 31, 62], it is still a problem in certain settings depending on model choices and trainingdataset sizes [38].",0.0,Neutral
"Several non-contrastive methods are proposed to learn image-level representations solely based on positive samples [2, 9, 13, 26, 51, 59].",0.0,Neutral
"Instance discrimination contains several sub-frameworks, including contrastive learning [13, 31], asymmetric networks [15, 27] and feature decorrelation [6, 89], which are found of similar mechanism [66,70].",0.0,Neutral
collapse resulting from the absence of negative samples [162].,0.0,Neutral
"[43] investigated the elements of these negative-free approaches relying on architectural update (adding a predictor block) as well as new training protocol (stop-gradient policy), which enables them to substantially outperform contrastive approaches while avoiding the trivial representation.",0.0,Neutral
"3) Contrastive Learning: Most successful self-supervised or unsupervised visual representation methods [38], [39], [40] rely on contrastive learning.",0.0,Neutral
"Self-supervised learning [7, 30, 31, 35] has achieved remarkable progress in recent years, in representation learning without the need for class label supervision.",0.0,Neutral
"More recent works [4], [32], [33] have shown that we can learn high-quality representations without negative samples.",0.0,Neutral
"Indeed, it has been shown that pretraining the same joint-embedding methods on long-tailed datasets can lead to significant drops in performance (Tian et al., 2021a).",0.0,Neutral
"Recent theoretical work (Tian et al., 2021b) explores why certain joint-embedding methods with architectural constraint avoid representation collapse without explicit use of a volume maximization penalty; the implicit collapse prevention mechanisms here are not mutually exclusive.",0.0,Neutral
"…dynamics of joint-embedding methods, they do not directly explain why empirical use of these methods with real-world classimbalanced data has often led to a degradation in downstream task performance (Tian et al., 2021a; Goyal et al., 2022) (see Appendix A for a broader discussion of related work).",0.0,Neutral
"There is also theoretical work (Tian et al., 2021b) which aims to understand why certain joint-embedding methods, such as BYOL (Grill et al., 2020), can avoid representation collapse without explicit use of a volume maximization penalty.",0.0,Neutral
"8, we find that: 1) BW-based whitening loss ensures a whitened target Ẑ2, while SimSiam does not put constraint on the target Z2; 2) SimSiam uses a learnable predictor Pθp(·), which is shown to empirically avoid collapse by matching the rank of the covariance matrix by back-propagation [40], while BW-based whitening loss has an implicit predictor φ(Z1) depending on the input itself, which is a full-rank matrix by design.",0.0,Neutral
"It remains not clear how the asymmetric network avoids collapse without negative pairs, leaving the debates on batch normalization (BN) [14, 41, 36] and stop-gradient [8, 46], even though preliminary works have attempted to analyze the training dynamics theoretical with certain assumptions [40] and build a connection between asymmetric network with contrastive learning methods [39].",0.0,Neutral
"The success of BYOL (Grill et al., 2020) inspired empirical (Chen & He, 2021) and theoretical (Tian et al., 2021) analyses into what enables BYOL to effectively learn and avoid collapse with the EMA Teacher during pre-training.",0.0,Neutral
", 2020) inspired empirical (Chen & He, 2021) and theoretical (Tian et al., 2021) analyses into what enables BYOL to effectively learn and avoid collapse with the EMA Teacher during pre-training.",0.0,Neutral
"Preventing such collapsed representations is a frequently discussed topic in literature (Hua et al., 2021; Jing et al., 2021; Pokle et al., 2022; Tian et al., 2021) and has motivated the design of several SSL techniques (Zbontar et al., 2021; Bardes et al., 2021; Ermolov et al., 2021).",0.0,Neutral
"In practice, however, SSL training often experiences the phenomenon of dimensional collapse (Jing et al., 2021; Tian et al., 2021; Pokle et al., 2022), where the learned representation spans a low dimensional subspace of the overall available space.",0.0,Neutral
"Preventing such collapsed representations is a frequently discussed topic in literature (Hua et al., 2021; Jing et al., 2021; Pokle et al., 2022; Tian et al., 2021) and has motivated the design of several SSL techniques (Zbontar et al.",0.0,Neutral
"…causality and data-generating processes (Zimmerman et al., 2021; Kugelgen et al., 2021; Trivedi et al., 2022; Tian et al., 2020; Mitrovic et al., 2020; Wang et al., 2022), dynamics (Wang and Isola, 2020; Tian et al., 2021; Tian, 2022; Wang and Liu, 2021), and loss landscapes (Pokle et al., 2022).",0.0,Neutral
", 2022), dynamics (Wang and Isola, 2020; Tian et al., 2021; Tian, 2022; Wang and Liu, 2021), and loss landscapes (Pokle et al.",0.0,Neutral
"[107] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"Many investigators have appreciated the importance of improving our understanding of unsupervised representation learning and taken pioneering steps to simplify SOTA methods [18; 19; 114; 22], to establish connections to classical methods [69; 4], to unify different approaches [4; 39; 97; 62; 55], to visualize the representation [9; 116; 15], and to analyze the methods from a theoretical perspective [3; 45; 107; 4].",0.0,Neutral
Tian et al. (2021) studies the effect of the non-linear predictor and stop-gradient in these methods and observe that both components are essential to prevent collapse.,0.0,Neutral
"Some prior work has analyzed non-contrastive learning dynamics in a simple linear model [34], but analysis of when collapse happens is still ad hoc and largely anecdotal.",0.0,Neutral
"Contrary to previous methods that claim that the stop-gradient, prediction head, and high predictor learning rate are enough to prevent the collapse [7,34], we show that collapse additionally depends on the model capacity relative to the data complexity.",0.0,Neutral
Understanding Self-supervised Learning [34] analyzes a surprisingly predictive linear model that represents the BYOL and SimSiam settings.,0.0,Neutral
"negative pairs, and ii) prevents representational collapse in an intuitive and explainable manner [15], unlike approaches such as BYOL [2] which are theoretically poorly understood (although some attempts have recently been made [16]).",0.0,Neutral
[24] performs a spectral analysis of DNN’s mapping induced by non-contrastive loss and the momentum encoder approach.,0.0,Neutral
"The main risk in such an approach is the so-called the feature collapse phenomenon [19, 24, 27], where the learned representations are invariant to input samples that belong to different manifolds.",0.0,Neutral
"Most work [24, 25, 34, 36, 55, 103, 107, 108] in designing and understanding non-contrastive methods concerns how to avoid the “collapsing” of the teacher to a constant.",0.0,Neutral
"Many recent work [55, 103, 107, 108] have studied how distillating SSL methods work and the importance of optimization tricks such as stop-gradients, exponential moving average, and normalizations.",0.0,Neutral
"This can be indicated using the stop-gradient operation stopgrad(·) as follows [58,59]: z′t S = stopgrad(E(ŝ ′t S )) (6)",0.0,Neutral
"Families of Models Model Rationale Representative Strategies and Methods
Pretext tasks Pixel-level reconstruction [124], [125], inpainting [126], MAE [127], denoising [128], colorization [129], [130], [131] Instance-level predict image rotations [123], scaling and tiling [122], patch ordering [11], patch re-ordering [121]
Discriminative models Instance discrimination negative sampling large batch size (SimLR [12]), memory bank (InstDis [132]), queue (MoCo [16]) input transformation data augmentation (PIRL [133]), multi-view augmentation (CMC [134]) negative-sample-free simple siamese (SimSiam [135]), Bootstrap (BYOL [136]), DirectPred [137]
Deep clustering offline clustering DeepCluster [138], JULE [139], SeLa [140] online clustering IIC [141], PICA [142], AssociativeCluster [143], SwAV [144]
Deep generative models Discriminator-level DCGAN [145], Self-supervised GAN [146], Transformation GAN [147] Generator-level BiGAN [148], BigBiGAN [149]
✓",0.0,Neutral
"negative-sample-free simple siamese (SimSiam [135]), Bootstrap (BYOL [136]), DirectPred [137]",0.0,Neutral
"(12)), another alternative non-contrastive scheme for instance discrimintation operates in a negativesample-free manner [135], [136], [137], [181], as exemplified by bootstrap (BYOL) [136] and simple siamese networks (SimSiam) [135]).",0.0,Neutral
"Without contrasting negative instances, the training process of non-contrastive methods is more efficient and conceptually simple [52, 55].",0.0,Neutral
"To solve this problem, some non-contrastive approaches are developed with only using positive pairs but achieving remarkable performance, such as BYOL [53], SwAV [54], SimSiam [55], DirectPred [52], and DINO [19].",0.0,Neutral
constructed and need a large batch size or memory bank for storage [52].,0.0,Neutral
"However, an implicit contrast is applied by the batch normalization layer in the implemented network [75, 79].",0.0,Neutral
Later work [42] concentrates on the theoretical influence of the asymmetric network structures.,0.0,Neutral
"There are follow-up studies on the asymmetric structure that are mainly about the theoretical understanding [42,9] and the effectiveness for linear classification [9,10].",0.0,Neutral
"In such methods, using various architecture tricks (like prediction head, stop-gradient, momentum encoder, batch normalization or centering) is shown empirically to be sufficient to avoid collapse without instance discrimination, even though it is not fully understood how these multiple factors induce a regularization during training (Richemond et al., 2020; Tian et al., 2021).",0.0,Neutral
"Relation-based approaches learn features to increase the similarity among a sample [6, 10, 11, 25, 54] and its transformed positive instances while some also treat other training samples as negative instances.",0.0,Neutral
"Some recent works [12,27,72] introduce asymmetry in the alignment of the positive pair to learn meaningful representations without explicit uniformity.",0.0,Neutral
"Furthermore, it has been shown that the stop-grad operation is critical to avoid the problem of complete collapse in the representations (Tian et al., 2021).",0.0,Neutral
"Second, we construct a framework to abstract and maximize similarity object-level agreement (foreground and background) across different views beyond augmentations of the same image [13,18,23].",0.0,Neutral
"Moreover, it pushes the anchor embedding similar to positive emedding and dissimilar to negative embedding [Tian et al., 2021].",0.0,Neutral
"Then, DirectPred (Tian et al., 2021) provides theoretical analysis to verify the effectiveness of BYOL.",0.0,Neutral
"There are already some works like SimSiam [84] and [249] that try to investigate the underline theory, yet they are not enough.",0.0,Neutral
"To measure subspaces dimensionality, we compute the singular value decomposition on the covariance matrix Covx = UΣV T ,Σ = diag(σ), following general practice in SSL theory [39, 73].",0.0,Neutral
"[73] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"Subsequent theoretical analysis [12, 13, 14, 15] have demonstrated why these techniques can avoid trivial solutions and learn meaningful representations from different aspects.",0.0,Neutral
", contrastive learning [7], [35], [36], [37], [38], [39], [40], self-clustering [41], [42], [43], and representation alignment [5], [6], [44], [45], [46], [47].",0.0,Neutral
The terms in Equation 1 can be decomposed using a variance-covariance perspective [31].,0.0,Neutral
The fact that a method like SimSiam does not collapse is studied in [29].,0.0,Neutral
The fact that a method like SimSiam does not collapse is studied in Tian et al. (2021).,0.0,Neutral
"Even though they do not avoid collapse explicitly through their criteria, recent works such as Halvagal et al. (2022) or Theorem 3 from Tian et al. (2021) have shown links between the training dynamics of SimSiam and variance and covariance regularization, akin to what Lnc would lead to.",0.0,Neutral
The work [32] replaces the encoder in BYOL with a two-layer model and gives a theoretical analysis of why the two models (online and target) do not collapse.,0.0,Neutral
"This is often due to the lack of proper objective functions or architectures [6, 32].",0.0,Neutral
"However, they suffer from the lack of explainability [32].",0.0,Neutral
"1Note [32] provides an analysis of their learning dynamics with twolayer models, which accounts for the reason why the two models do not fail with trivial solutions.",0.0,Neutral
"Recently, some theoretical works have tried to understand how these new methods succeed in avoiding representational collapse [15, 27].",0.0,Neutral
"To prevent trivial solutions (Tian et al., 2021), a popular trick is to apply additional repulsive force between the embeddings of semantically dissimilar images, known as contrastive learning (Chopra et al.",0.0,Neutral
"To prevent trivial solutions (Tian et al., 2021), a popular trick is to apply additional repulsive force between the embeddings of semantically dissimilar images, known as contrastive learning (Chopra et al., 2005; Schroff et al., 2015; Sohn, 2016).",0.0,Neutral
"[28, 29] on SimCLR [8], [30] on the projector of contrastive models, [14] on BYOL [31] and SimSIAM [8].",0.0,Neutral
"Theory of SSL: Recently, substantial advances have been made towards demystifying SSL methods from the perspectives of learning theory (Arora et al., 2019), information theory (Tsai et al., 2021), causality (Kugelgen et al., 2021), and dynamical systems (Tian et al., 2021a).",0.0,Neutral
"Since centralized SSL techniques are known to be sensitive to heavy-tailed gradient distributions (Tian et al., 2021b) and require large batch-sizes (Chen et al., 2020), it is unlikely their direct extensions will function well in the high heterogeneity and resource constrained setting of…",0.0,Neutral
", at least 4 GPUs or 32 TPU cores) for learning better representations from images [10].",0.0,Neutral
"What type of negative sampling scheme to use is an essential question, and the role and necessity of negative sampling in contrastive methods is an open issue [274, 277].",0.0,Neutral
"2010) (also known as Contrastive Learning) has emerged as a highly effective approach for unsupervised representation learning using deep networks (Chen et al., 2020; Chen & Li, 2020; Tian et al., 2021; Grill et al., 2020).",0.0,Neutral
"Noise contrastive estimation (NCE) (Gutmann & Hyvärinen, 2010) (also known as Contrastive Learning) has emerged as a highly effective approach for unsupervised representation learning using deep networks (Chen et al., 2020; Chen & Li, 2020; Tian et al., 2021; Grill et al., 2020).",0.0,Neutral
"Finally, there has also been recent work exploring whether contrastive learning can be performed without the use of negative samples while avoiding the phenomenon of feature collapse (Tian et al., 2021; Grill et al., 2020).",0.0,Neutral
"In particular, this technique contrasts positive pairs against negative pairs and minimizes differences between positive pairs to avoid collapsing solutions [47], [50].",0.0,Neutral
Tian et al [43] performs several experiments and report that the predictor network at the end of the online network and stop-gradients for the target network are necessary to avoid the representation collapse.,0.0,Neutral
"However, the absence of the negative pairs in BYOL stirred a lot of commotion in the community and several works [39, 44, 43, 40] have tried to understand the phenomenon.",0.0,Neutral
"It has been shown [24, 29] that this training procedure is sufficient to avoid collapsed solutions such as constant representations, since the updates to the target network parameters ξ are not in general in the direction of ∇ξL BY OL θ,ξ , due to the stop grad operation in the target network.",0.0,Neutral
Instance discrimination compares pairs of images to identify which are most similar; it then moves those together while pushing dissimilar images apart [47].,0.0,Neutral
"This interpretation echos well with the finding that the eigenspace of hweight aligns well with that of correlation matrix (Tian et al., 2021).",0.0,Neutral
"Subsequent works based on data augmentation also showed promising results for methods based on non-contrastive learning (non-CL), which do not require explicit negative samples (Grill et al., 2020; Richemond et al., 2020; Chen & He, 2021; Zbontar et al., 2021; Tian et al., 2021).",0.0,Neutral
"Namely, Tian et al. (2021) adopts a linear network and calculates the optimization dynam-
ics of non-contrastive learning, while Wen & Li (2021) analyzes the feature learning process of contrastive learning on a single-layer linear model with ReLU activation.",0.0,Neutral
"For an input x, the augmented views a1,a2 ∈ Rp×1 are generated as ∗:
a1 := D1x; a2 := D2x (3)
Network architecture We use a dual network architecture inline with prior work Arora et al. (2015); Tian et al. (2021); Wen & Li (2021).",0.5,Weak
"To understand how non-contrastive learning works, existing works mostly focus on analyzing what elements help it avoid learning collapsed representations (Grill et al., 2020; Richemond et al., 2020; Chen & He, 2021; Zbontar et al., 2021; Tian et al., 2021; Wang et al., 2021).",0.5,Weak
Our model architecture gets inspirations from Tian et al. (2021) and Wen & Li (2021).,0.5,Weak
"For this proof, we borrow theoretical findings from the DirectPred literature [47].",0.5,Weak
[47] theoretically analyzed on why the non-contrastive methods work well.,0.0,Neutral
"Self-supervised learning (SSL) is a framework for learning representations of data [6, 13, 19, 7, 5, 56, 47, 34, 27, 36].",0.0,Neutral
"In addition, the theoretical analysis and experimental study in Tian et al.51 has raised two additional suggestions for training non-contrastive SSL models like BYOL and SimSiam.",0.0,Neutral
", the extra learnable predictor and a stop-gradient operation.(51) ll OPEN ACCESS Review",0.0,Neutral
"In addition, the theoretical analysis and experimental study in Tian et al.(51) has raised two additional suggestions for training non-contrastive SSL models like BYOL and SimSiam.",0.0,Neutral
"Although promising performance has been achieved, we observed that the existing deep graph clustering algorithms [9], [14], [15] suffer from the representation collapse issue [16] and easily embed the nodes from different classes into the same embedding.",0.0,Neutral
Representation collapse is a common problem that the network tends to encode samples from different classes into the same representation in the field of the self-supervised learning [16].,0.0,Neutral
"The recent focus in research has gradually shifted to only minimizing the distance between the positive pairs without simultaneously maximizing the distance between negative pairs [8, 9, 10].",0.0,Neutral
The paper[10] also highlights the impact of a potential asymmetry with the larger number of negative keys than the number of positive keys skewing the learning.,0.0,Neutral
"MSI dataset is binned between the (m/z) range of [50, 1000] to 1024 bins.",0.0,Neutral
"We vary k in the interval of [50, 1000] with a sensible step.",0.0,Neutral
"In addition to framework design, theoretical analyses and empirical studies have also been proposed to better understand the behavior and properties of contrastive learning [1, 3, 6, 9, 24, 31, 35, 39, 39, 41, 44, 52].",0.0,Neutral
"To alleviate such constraint, non-contrastive approaches that do not use negative samples have been proposed [23, 5, 71, 63].",0.0,Neutral
"The theory behind is under investigation (Chen & He, 2021; Tian et al., 2021).",0.0,Neutral
"Moreover, Tian et al. (2021) analyzed these non-contrastive siamese frameworks from a theoretical view, justifying some key designs including the stop gradient and asymmetric predictor.",0.0,Neutral
to boost downstream performance on image [165] and video tasks [161].,0.0,Neutral
"In the branch without predictor the gradient is not backpropagated during training, which was found to be crucial in preventing collapse to trivial solutions [55].",0.0,Neutral
"The second line of research further simplify the contrastive assumption, which only imposes invariant constraints between paired positive samples [9, 15, 46, 47] in the absence of the negative samples.",0.0,Neutral
"This aligns with what has been shown in self-supervised learning [41, 42].",0.0,Neutral
"[42] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"This paper mainly investigates this phenomenon of non-contrastive representation learning for deep clustering, and the theoretical analysis can be found in [14], [54].",0.0,Neutral
", in the settings of transfer learning [8, 10, 44, 45] and self-supervised learning [26, 34, 43].",0.0,Neutral
"2) Using siamese network [8] to avoid representation collapse [36, 20, 85].",0.0,Neutral
"This module is present in a number of contrastive self-supervised learning methods (Chen et al., 2020a; Grill et al., 2020; Zbontar et al., 2021; Tian et al., 2021).",0.5,Weak
…the dynamics of learning without contrasting pairs is far from trivial and beyond the scope of this paper; we refer the reader to the recent work by Tian et al. (2021) that studies this learning paradigm in depth and discusses why trivial solutions are avoided when learning without negatives as in…,0.0,Neutral
"As also recently noted in Tian et al. (2021), a crucial part of learning with non-contrastive pairs is the projector.",0.0,Neutral
"To reduce the annotation cost for representation learning, self-supervised representation learning (SSL) methods including (Goyal et al., 2021; Tian et al., 2021a; Zbontar et al., 2021; Tian et al., 2020b;a; Chen et al., 2020a; He et al., 2020; Tian et al., 2020b; Chen et al., 2020b) and many more…",0.0,Neutral
"…point (FP) networks (Goyal et al., 2021; Tian et al., 2021a; Zbontar et al., 2021; Li et al., 2021a; Cai et al., 2021; Ericsson et al., 2021; Tian et al., 2021b; Ermolov et al., 2021; Tian et al., 2020b; Chen et al., 2020b; Grill et al., 2020; Caron et al., 2020; He et al., 2020) that…",0.0,Neutral
"Recent years have witnessed great successes in self-supervised learning (SSL) for floating point (FP) networks (Goyal et al., 2021; Tian et al., 2021a; Zbontar et al., 2021; Li et al., 2021a; Cai et al., 2021; Ericsson et al., 2021; Tian et al., 2021b; Ermolov et al., 2021; Tian et al., 2020b; Chen…",0.0,Neutral
"A.3 DISCUSSION ON COMPARISON TO SUPERVISED PRETRAINING
Following the previous literature (Zbontar et al., 2021; Goyal et al., 2021; Tian et al., 2021a; Grill et al., 2020; Caron et al., 2020; He et al., 2020), we used the same amount of labeled and unlabeled data for supervised pretraining or BSSL.",0.0,Neutral
"Several works have also theoretically studied the success of self-supervised learning [Arora et al., 2019, HaoChen et al., 2021, Wei et al., 2021, Lee et al., 2020b, Tian et al., 2021, Tosh et al., 2020, 2021].",0.0,Neutral
"In this paper, we make a first attempt towards the second question, by studying a family of algorithms named DirectSet(α), in which the DirectPred algorithm proposed by Tian et al. (2021) is a special case with α = 1/2.",1.0,Strong
"The numbers for DirectPred, DirectPred (freq=5) and SGD baseline on STL-10/CIFAR-10 are obtained from Tian et al. (2021).",0.5,Weak
"Comparison with Tian et al. (2021) Tian et al. (2021) only explained why the representation in nc-SSL does not collapse to zero, but did not study what representation is learned and how the representation is related to the data distribution and augmentation process.",0.0,Neutral
"Tian et al. (2021) also analyzed nc-SSL on a linear network, but did not analyze their proposed approach DirectPred.",0.0,Neutral
"Our code is adapted from (Tian et al., 2021) 5, and we follow the same data augmentation process.",1.0,Strong
"Note in the previous work (Tian et al., 2021), they assumed the covariance of the augmentation distribution to be σ2I and did not study what representation is learned.",0.0,Neutral
"While Tian et al. (2021) addressed the first question, i.e., why the learned representation does not collapse to zero, they did not address the second question, i.e., how the training dynamics in nc-SSL leads to a meaningful representation that depends on the data augmentations and reduces the…",0.0,Neutral
"Dynamics for λB: We can write down the dynamics for λB as follows:
λ̇B = λB [ −(1 + σ2) |λB |4α + |λB |2α − η ] Similar as the analysis in (Tian et al., 2021), when η > 14(1+σ2) , we know λ̇B < 0 for any λB > 0 and λB = 0 is a critical point.",0.5,Weak
"Motivated by the analysis, we also design a simpler and more efficient algorithm (DirectCopy), which achieves comparable or even better performances than the original DirectPred proposed by Tian et al. (2021).",1.0,Strong
"Note in the previous work (Tian et al., 2021), they assumed the covariance of the augmentation distribution to be σ(2)I and did not study what representation is learned.",0.0,Neutral
"As one of the first work towards this direction, Tian et al. (2021) showed that while the global optimum of the non-contrastive loss is indeed a trivial one, following gradient direction in nc-SSL, one can find a local optimum that admits a nontrivial representation.",0.0,Neutral
Tian et al. (2021) proposed DirectPred that directly sets the predictor based on the correlation matrix of the predictor inputs.,0.0,Neutral
"Inspired by the analysis, we designed a simpler and more efficient algorithm DirectCopy, which achieved comparable or even better performance than the original DirectPred (Tian et al., 2021) on various datasets.",1.0,Strong
"Similar as the analysis in Tian et al. (2021), when η > 1 4(1+σ2) , we know λ̇B < 0 for any λB > 0 and λB = 0 is a stable stationary point, as illustrated in Figure 4 (Left).",0.5,Weak
"Thresholding role of weight decay in feature learning: While Tian et al. (2021) showed why nc-SSL does not collapse, one key question is how nc-SSL learns useful features and how the method determines which feature is learned.",0.0,Neutral
"Stop-gradient For the optimization on variational representation reconstruction, related work have found that adding the stop-gradient operator (SG) as a regularizer can make the training more stable without collapse both empirically [11, 28] and theoretically [73].",0.0,Neutral
"27 [73] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"Moreover, Wen and Li (2021) considered the representation learning under the sparse coding model and studied the optimization properties on shallow ReLU neural networks, (Tian et al., 2021; Wang et al., 2021) investigated why self-supervised learning can learn features without contrastive pairs in a linear representation setting, and (Jing et al.",0.0,Neutral
"Recent theoretical works have also shed light on why the linear predictor and gradient block help prevent collapse (Tian et al., 2021).",0.0,Neutral
"The recent advances can be classified into two categories (Tian et al., 2021): contrastive SSL and non-contrastive SSL.",0.0,Neutral
"This operation has also been shown to be crucial in siamese, non-contrastive, self-supervised learning, both empirically [21, 12] and theoretically [36].",0.0,Neutral
"We next provide a variance-covariance perspective to the new objective, following similar lines of reasoning in [41, 42].",0.5,Weak
"However, though BGRL could avoid collapse empirically, it still remains as an open problem concerning its theoretical guarantee for preventing trivial solutions [41].",0.0,Neutral
"It is an interesting question to understand the design decisions in these pipelines (Tian et al., 2021), but this is outside the scope of the present paper.",0.0,Neutral
"…started exploring this direction in both nonlinear CCA and AM-SSL (see, e.g., (Lyu & Fu, 2020; von Kügelgen et al., 2021; Zimmermann et al., 2021; Tian et al., 2021; Saunshi et al., 2019; Tosh et al., 2021)), but more insights and theoretical underpinnings remain to be discovered under more…",0.0,Neutral
", (Lyu & Fu, 2020; von Kügelgen et al., 2021; Zimmermann et al., 2021; Tian et al., 2021; Saunshi et al., 2019; Tosh et al., 2021)), but more insights and theoretical underpinnings remain to be discovered under more realistic and challenging settings.",0.0,Neutral
"Interestingly, recent work shows that a variant of simple one-way consistency evades trivial solutions even in the context of self-supervised representation learning [50,51].",0.0,Neutral
"[116] Yuandong Tian, Xinlei Chen, and Surya Ganguli.",0.0,Neutral
"Some non-contrastive approaches [36], [90], [91] maximize the similarity of different output versions of the image and avoid negative pairs.",0.0,Neutral
"[41] provide a theoretical analysis and some insights on how collapse is avoided by asymmetric methods, but the complete dynamics is far from being understood and these methods might not work in other self-supervised learning setups.",0.0,Neutral
"These properties have been leveraged to better understand the role of over-parameterization [29], implicit regularization [30], network pruning [31], continual learning [58], and self-supervised learning [32].",0.0,Neutral
"This formula unifies an array of conservation properties noticed under gradient flow [1, 29, 30, 31, 32] with a formal theoretical connection to Noether’s theorem.",0.0,Neutral
"Overall, just like how Noether’s theorem [28] unified an array of conservation laws and provided a theoretical foundation to discover new ones in physics, we have further unified conservation laws previously observed in learning systems [1, 29, 30, 31, 32] and generalized these results for any combination of differentiable symmetries in neural network architectures and learning rules (e.",0.0,Neutral
provide an analysis of how various factors involved in BYOL and SimSiam work together to prevent collapse [42].,0.0,Neutral
"Recently, several self-supervised learning methods have achieved the state-of-the-art performance on the large-scale natural image dataset ImageNet [37] without negative sample pairs [38].",0.0,Neutral
"Other works (Saunshi et al., 2019; Tosh et al., 2020; Tian et al., 2021) study the generalization error of contrastive learning based SSL, whose setting is different from our paper.",0.0,Neutral
"In contrast, our method avoids trivial solutions by construction, making our method conceptually simpler and more principled than these alternatives (until their principle is discovered, see (Tian et al., 2021) for an early attempt).",0.0,Neutral
"The theoretical analysis on self-supervised representation algorithms without negative samples [Tian et al., 2021] cannot be applied to the contrastive learning setting.",0.0,Neutral
"This non-collapsing behavior even without relying on negatives has been studied further (Tian et al., 2021).",0.0,Neutral
"Feature learning has been widely investigated from the theoretical perspective in other domains, such as supervised learning Allen-Zhu & Li (2020); Du et al. (2021); Tripuraneni et al. (2020), constrastive learning Tian et al. (2021) and RL Agarwal et al. (2020a).",0.0,Neutral
[215] showed why algorithms without negative examples such as SimSiam [65] and BYOL [63] work: the dynamics of the eigenspace alignment between the predictor and its input correlation matrix play a vital role in preventing complete collapse.,0.0,Neutral
"For example, many studies have been conducted on why BYOL and SimSiam [65] do not collapse [215].",0.0,Neutral
"Tian et al. (2021) study the dynamics of non-contrastive learning, but only focus on the predictor parameters.",0.0,Neutral
"However, directly adding the alignment part will cause degenerate solutions (Tian et al., 2021; Wang & Isola, 2020), which means all the images are encoded to the same and collapsed representation.",0.0,Neutral
"Besides, Moco and BYOL use momentum and stop-gradient mechanisms are adopted to prevent degenerate solutions (Tian et al., 2021; Wang & Isola, 2020).",0.0,Neutral
