text,label_score,label,target_predict,target_predict_label
"To understand the semantic structures and behavior of this method, a few recent studies [7, 31] analyzed the latent space (e.",,,0,not_related
"In contrast to numerous theoretical [1, 13, 20, 28, 29] and empirical analyses [7, 19, 22, 27, 31, 36, 39] to understand instance-level CL, no attempt has been made to understand dense CL.",,,0,not_related
"…)
= − 1
N
∑
i,j∈MB
sim(zi, zj)/τ
︸ ︷︷ ︸
Lalignment
+ 1
N
N∑
i
log ( 2N∑
k=1
1[k 6=i]exp(sim(zi, zk)/τ)
︸ ︷︷ ︸
Ldistribution
) (3)
and as such there are two parts of the loss, namely, alignment and distribution, as proposed by [Wang and Isola, 2020] and further studied by [Chen et al., 2020b].",,,1,related
"Here, the authors propose the temperature scaled loss NT-Xent which is based on noise contrastive estimation and cross entropy [Chen et al., 2020a].",,,0,not_related
"Equation (2) can be rewritten accordingly by applying the logarithmic rules
LNT−Xent = − 1
N
∑
i,j∈MB
(
sim(zi, zj)/τ − log
2N∑
k=1
1[k 6=i]exp(sim(zi, zk)/τ) )
= − 1
N
∑
i,j∈MB
sim(zi, zj)/τ
︸ ︷︷ ︸
Lalignment
+ 1
N
N∑
i
log ( 2N∑
k=1
1[k 6=i]exp(sim(zi, zk)/τ)
︸ ︷︷ ︸
Ldistribution
) (3)
and as such there are two parts of the loss, namely, alignment and distribution, as proposed by [Wang and Isola, 2020] and further studied by [Chen et al., 2020b].",,,1,related
"Self-supervised learning models and frameworks like CPC[van den Oord et al., 2019], SimCLR [Chen et al., 2020a], BYOL [Grill et al., 2020], and SimSIAM [Chen and He, 2020] show promising results in low-labeled data regimes, with representations generalizing well in downstream tasks like visual…",,,0,not_related
"The simple framework for contrastive learning on visual representations (SimCLR) proposed by [Chen et al., 2020a] builds upon properties of noise contrastive estimation (NCE) and is inspired by previous work in the related field.",,,0,not_related
"Chen et al. (2021a) identifies three intriguing properties of contrastive learning: a generalized version of the loss, learning with the presence of multiple objects, and feature suppression induced by competing augmentations.",,,0,not_related
"For transformer, we leverage pre-trained models on ImageNet (Deng et al., 2009) from ViT (Dosovitskiy et al., 2021), DeiT (Touvron et al., 2021), DINO (Caron et al., 2021), MoCo-v3 (Chen et al., 2021b), and MAE (He et al., 2022).",,,1,related
"Specifically, we leverage MoCo-v3 (Chen et al., 2021b), the ViT version of MoCo, and Supervised ViT.",,,1,related
"We find that the MoCo-v3 degradation is larger with patch shuffling, but smaller with gamma distortion.",,,1,related
"To prevent trivial solution, contrastive learning pushes negative examples apart (MoCo (He et al., 2020; Chen et al., 2020d; 2021b), SimCLR (Chen et al., 2020a;b)), makes use of stop-gradient operation or asymmetric predictor without using negatives (SimSiam (Chen & He, 2021), BYOL (Grill et al.,…",,,0,not_related
"…that capture feature compositionality are more favorable than solutions that capture a single dominant feature under strong augmentation, addressing empirical puzzles (Chen et al., 2021; Tian et al., 2020b) that strong data augmentation seems to be the key for self-supervised learning to work.",,,0,not_related
"This is consistent with the observation in (Chen et al., 2021; Tian et al., 2020b) where the amount of augmentation leads to different learned features, and one feature may overwhelm the other.",,,0,not_related
"In the case of multiple hidden nodes with disjoint receptive fields, we prove that weight solutions that capture feature compositionality are more favorable than solutions that capture a single dominant feature under strong augmentation, addressing empirical puzzles (Chen et al., 2021; Tian et al., 2020b) that strong data augmentation seems to be the key for self-supervised learning to work.",,,0,not_related
"Previous work [Chen and Li, 2020] states that the InfoNCE loss, a widely used objective function in contrastive learning [Chen et al., 2020; You et al., 2020], can not guarantee to avoid shortcut solutions that only capture easy-to-learn features.",,,0,not_related
"Previous work [Chen and Li, 2020] states that the InfoNCE loss, a widely used objective function in contrastive learning [Chen et al.",,,0,not_related
"However, recent studies [Tschannen et al., 2020; Chen and Li, 2020] have pointed out that there are gaps between the InfoMax principle and the performance of embeddings in the downstream tasks.",,,0,not_related
"In CPCL-A, the first term is the common alignment loss for augmented data and the second term is a form of uniformity loss [36, 37].",,,0,not_related
"[37] Ting Chen, Calvin Luo, and Lala Li.",,,0,not_related
"[10], where it is referred to as the ‘distribution’ property.",,,0,not_related
"However, as demonstrated in [2], such a contrastive loss suffers from the feature suppression problem where the model only learns the most important feature.",,,0,not_related
"However, current contrastive loss used in both the self-supervised methods and VLC methods suffered from the feature suppression problem [2].",,,0,not_related
"The models usually fail to distinguish textual similarity and semantic similarity, which has been discussed deeply in the vision field (Robinson et al., 2021; Chen et al., 2021).",,,0,not_related
"The first and the second terms in (2) relates to the alignment and distribution terms [3] and reassemble the formulation of the normalized temperature cross entropy loss (InfoNCE) [9, 1] up to a normalization constant.",,,0,not_related
"Mô hình học máy đầu tiên bị tấn công là Máy học vectơ hỗ trợ [12], sau đó, trong các tác giả phát hiện ra rằng NN có xu hướng tấn công một cách khá đơn giản bằng cách sử dụng một số thuật toán dựa trên gradient [13], bằng cách thu thập thông tin gradient của hình ảnh bị tấn công và do đó đánh lừa mô hình.",,,0,not_related
"Note that SimCLR style loss functions have been shown to lead to ""linearly separable"" representations [20] and hence aligns well with the clustering objective [55, 10].",,,0,not_related
"We make several observations: 1) Even without using any attribute information, our method performs significantly better as compared to other structure-only based methods like Spectral Clustering and Node2Vec, which demonstrates the effectiveness of our loss formulation and training methodology that promotes clusterability, which is also in line with recent observations [10, 55].",,,1,related
"…popularity of discriminative unsupervised representational learning, specifically contrastive methods, has sparked keen interest in the theoretical understanding of their underpinnings, emerging from their performance rivaling that of supervised methodologies [Chen et al., 2020a; He et al., 2020].",,,0,not_related
"…contrastive methods [Caron et al., 2020] have been proposed alleviating some of the computational drawbacks associated to contrastive losses, primarily the necessity of large numbers of negative pairs generally requiring increased batch sizes [Chen et al., 2020a] or memory banks [He et al., 2020].",,,0,not_related
"For all three datasets we omit the Gaussian blur and solarization as described in [Chen et al.,
2020a].",,,1,related
"As to correspond with the BYOL procedure, we employ the same image augmentations as described in [Chen et al., 2020a; Grill et al., 2020].",,,1,related
"M = 2B − 1 in [Chen et al., 2020a] whereB is the batch size.",,,1,related
"This 0.4% improvement in CIFAR-10 is comparable to the improvements found between SimCLR and BYOL, a substantial move towards the supervised baseline of 95.1% reported in [Chen et al., 2020a].",,,0,not_related
"Unsupervised visual representational learning methods [Chen et al., 2020a; Grill et al., 2020] have recently demonstrated performance on downstream tasks that continues to narrow the gap to supervised pre-training, excelling specifically in classification and few-shot learning tasks [Caron et al.,…",,,0,not_related
"To evaluate the quality of representations learned during selfsupervised training we employ the standard linear evaluation protocol described in [Chen et al., 2020a; Grill et al., 2020].",,,1,related
"Augmentation procedure is key to the success of selfsupervised learning, therefore to compare our performance against BYOL, we employ the same image augmentations reported in [Grill et al., 2020; Chen et al., 2020a].",,,1,related
"Past work addresses this problem by designing handcrafted data augmentations to break such shortcuts, so that the network may learn the relevant information [18, 6, 7, 9, 8].",,,0,not_related
Chen & Li (2020) have since systematically demonstrated that the suppression of certain features by the presence or emphasis (e.g. through augmentations) of others is a demonstrably important influence on the learned representation and its usefulness for downstream tasks.,,,0,not_related
"This is in line with the findings of Chen & Li (2020), who have studied contrastive learning with artificial data-sets, for which independent features can be specifically controlled, and summarize that ""a few bits of easy-to-learn features could suppress, or even fully prevent, the learning of…",,,0,not_related
"Moreover, the choice of which inputs are contrasted is highly influential on the learned representations and consequently their usefulness for a given downstream task (Chen & Li, 2020).",,,0,not_related
